ch,photo_diode,R,G,B,IR,id
ch5,0.07169892473118279,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07169892473118279,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07169892473118279,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07169892473118279,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07169892473118279,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07169892473118279,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07169892473118279,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.22863064791354176,0.3522176705254742,0.4191516815609841,0.9666666666666667,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.22746093860131594,0.3527517756050055,0.41978728579367863,1.0,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.22910813865256327,0.3508647895095273,0.42002707183790944,1.0,
ch5,0.07495796676441838,0.22746093860131594,0.3527517756050055,0.41978728579367863,0.9666666666666667,
ch5,0.07495796676441838,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07495796676441838,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07495796676441838,0.22910813865256327,0.3508647895095273,0.42002707183790944,0.9666666666666667,
ch5,0.07821700879765396,0.22910813865256327,0.3508647895095273,0.42002707183790944,1.0,
ch5,0.07821700879765396,0.22863064791354176,0.3522176705254742,0.4191516815609841,0.9666666666666667,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07821700879765396,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07821700879765396,0.22910813865256327,0.3508647895095273,0.42002707183790944,1.0,
ch5,0.07821700879765396,0.22746093860131594,0.3527517756050055,0.41978728579367863,1.0,
ch5,0.07821700879765396,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07821700879765396,0.22746093860131594,0.3527517756050055,0.41978728579367863,0.9666666666666667,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.22863064791354176,0.3522176705254742,0.4191516815609841,1.0,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.22863064791354176,0.3522176705254742,0.4191516815609841,0.9666666666666667,
ch5,0.07821700879765396,0.22863064791354176,0.3522176705254742,0.4191516815609841,0.9666666666666667,
ch5,0.07821700879765396,0.2283653240688656,0.35415431786773954,0.4174803580633949,1.0,
ch5,0.07821700879765396,0.22746093860131594,0.3527517756050055,0.41978728579367863,1.0,
