ch,photo_diode,R,G,B,IR,id
ch5,0.09777126099706744,0.18504653663140785,0.38941739614861914,0.42553606721997295,3.933333333333333,
ch5,0.09777126099706744,0.18510982459092826,0.3892085701537108,0.425681605255361,3.933333333333333,
ch5,0.10103030303030303,0.18504653663140785,0.38941739614861914,0.42553606721997295,3.933333333333333,
ch5,0.09777126099706744,0.18504653663140785,0.38941739614861914,0.42553606721997295,3.933333333333333,
ch5,0.09777126099706744,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.9,
ch5,0.10103030303030303,0.18543254789632146,0.3893644854471474,0.4252029666565311,3.9,
ch5,0.10103030303030303,0.18524890826596097,0.3893206948785169,0.4254303968555222,3.933333333333333,
ch5,0.10103030303030303,0.18524890826596097,0.3893206948785169,0.4254303968555222,3.933333333333333,
ch5,0.10103030303030303,0.18510982459092826,0.3892085701537108,0.425681605255361,3.933333333333333,
ch5,0.10103030303030303,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.933333333333333,
ch5,0.10103030303030303,0.18504653663140785,0.38941739614861914,0.42553606721997295,3.933333333333333,
ch5,0.10103030303030303,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.933333333333333,
ch5,0.10103030303030303,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.9,
ch5,0.10103030303030303,0.18524890826596097,0.3893206948785169,0.4254303968555222,3.933333333333333,
ch5,0.10103030303030303,0.18504653663140785,0.38941739614861914,0.42553606721997295,3.933333333333333,
ch5,0.10428934506353861,0.18504653663140785,0.38941739614861914,0.42553606721997295,3.9,
ch5,0.10428934506353861,0.18510982459092826,0.3892085701537108,0.425681605255361,3.933333333333333,
ch5,0.10103030303030303,0.18543254789632146,0.3893644854471474,0.4252029666565311,3.933333333333333,
ch5,0.10428934506353861,0.18510982459092826,0.3892085701537108,0.425681605255361,3.9,
ch5,0.10428934506353861,0.18524890826596097,0.3893206948785169,0.4254303968555222,3.933333333333333,
ch5,0.10428934506353861,0.18510982459092826,0.3892085701537108,0.425681605255361,3.933333333333333,
ch5,0.10428934506353861,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.933333333333333,
ch5,0.10428934506353861,0.18543254789632146,0.3893644854471474,0.4252029666565311,3.933333333333333,
ch5,0.10428934506353861,0.18510982459092826,0.3892085701537108,0.425681605255361,3.933333333333333,
ch5,0.10428934506353861,0.18543254789632146,0.3893644854471474,0.4252029666565311,3.933333333333333,
ch5,0.10428934506353861,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.933333333333333,
ch5,0.10428934506353861,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.933333333333333,
ch5,0.10428934506353861,0.18537563446582714,0.388902937665266,0.42572142786890693,3.933333333333333,
ch5,0.10428934506353861,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.933333333333333,
ch5,0.10428934506353861,0.18523002125676674,0.38946129348998765,0.4253086852532455,3.933333333333333,
ch5,0.10428934506353861,0.1851731558556219,0.38899960126833844,0.42582724287603957,3.933333333333333,
ch5,0.10428934506353861,0.18510982459092826,0.3892085701537108,0.425681605255361,3.9,
ch5,0.10428934506353861,0.1851731558556219,0.38899960126833844,0.42582724287603957,3.933333333333333,
ch5,0.1075483870967742,0.1854960149968766,0.38915548618545176,0.42534849881767156,3.933333333333333,
ch5,0.10428934506353861,0.18527457317265048,0.38939301185204495,0.42533241497530455,3.933333333333333,
ch5,0.10428934506353861,0.1850907538232844,0.38934911275075434,0.42556013342596133,3.9,
ch5,0.10428934506353861,0.18535689179250456,0.38904311412436426,0.42559999408313126,3.933333333333333,
ch5,0.10428934506353861,0.18490729886350177,0.3893053006717237,0.4257874004647744,3.933333333333333,
ch5,0.10428934506353861,0.1851731558556219,0.38899960126833844,0.42582724287603957,3.9,
ch5,0.1075483870967742,0.18535689179250456,0.38904311412436426,0.42559999408313126,3.933333333333333,
ch5,0.1075483870967742,0.18535689179250456,0.38904311412436426,0.42559999408313126,3.933333333333333,
ch5,0.10428934506353861,0.18535689179250456,0.38904311412436426,0.42559999408313126,3.933333333333333,
ch5,0.1075483870967742,0.18535689179250456,0.38904311412436426,0.42559999408313126,3.9,
ch5,0.1075483870967742,0.1852365304699519,0.3887904893457915,0.4259729801842566,3.933333333333333,
ch5,0.10428934506353861,0.18535689179250456,0.38904311412436426,0.42559999408313126,3.9,
