ch,photo_diode,R,G,B,IR,id
ch5,0.10103030303030303,0.21353486021904342,0.3717279867688607,0.41473715301209585,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.10103030303030303,0.21306493029665002,0.37371239747340934,0.41322267222994064,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09777126099706744,0.21377175589170566,0.3733767287532144,0.41285151535507986,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09777126099706744,0.21377175589170566,0.3733767287532144,0.41285151535507986,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09777126099706744,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09777126099706744,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09451221896383187,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09451221896383187,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09451221896383187,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09451221896383187,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09125317693059629,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09125317693059629,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09125317693059629,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09125317693059629,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.09125317693059629,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.0879941348973607,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.0879941348973607,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.0879941348973607,0.21371246174019715,0.37294218464935913,0.4133453536104437,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.0879941348973607,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.0879941348973607,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.0879941348973607,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08473509286412512,0.21371246174019715,0.37294218464935913,0.4133453536104437,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08473509286412512,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08473509286412512,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08473509286412512,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08473509286412512,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08473509286412512,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08147605083088955,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08147605083088955,0.21377175589170566,0.3733767287532144,0.41285151535507986,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08147605083088955,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08147605083088955,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08147605083088955,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.08147605083088955,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.21371246174019715,0.37294218464935913,0.4133453536104437,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.2135077862268556,0.3741504957750004,0.412341717998144,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.21397583010171628,0.37216943051016704,0.4138547393881167,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.21371246174019715,0.37294218464935913,0.4133453536104437,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07821700879765396,0.21300873856090774,0.37327596592796547,0.41371529551112685,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07495796676441838,0.21327147491669787,0.37250293102850235,0.41422559405479975,1.4666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.07495796676441838,0.21371246174019715,0.37294218464935913,0.4133453536104437,1.4333333333333333,"['53', 'A2', '56', '66', '42', '00', '01']"
