ch,photo_diode,R,G,B,IR,id
ch5,0.04562658846529814,0.20547541333058014,0.3630148706221826,0.43150971604723726,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04562658846529814,0.20577541146057446,0.3620848598508204,0.4321397286886051,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04562658846529814,0.2063160449734303,0.36263078963565276,0.43105316539091687,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04562658846529814,0.2063160449734303,0.36263078963565276,0.43105316539091687,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20547541333058014,0.3630148706221826,0.43150971604723726,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04562658846529814,0.20547541333058014,0.3630148706221826,0.43150971604723726,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20577541146057446,0.3620848598508204,0.4321397286886051,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20604535289288567,0.36402178689074816,0.4299328602163662,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20604535289288567,0.36402178689074816,0.4299328602163662,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20577541146057446,0.3620848598508204,0.4321397286886051,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20547541333058014,0.3630148706221826,0.43150971604723726,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20547541333058014,0.3630148706221826,0.43150971604723726,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.04888563049853372,0.20604535289288567,0.36402178689074816,0.4299328602163662,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.052144672531769305,0.20577541146057446,0.3620848598508204,0.4321397286886051,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.052144672531769305,0.2063160449734303,0.36263078963565276,0.43105316539091687,1.2333333333333334,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.052144672531769305,0.20604535289288567,0.36402178689074816,0.4299328602163662,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.052144672531769305,0.20547541333058014,0.3630148706221826,0.43150971604723726,1.2333333333333334,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.052144672531769305,0.20577541146057446,0.3620848598508204,0.4321397286886051,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.052144672531769305,0.20547541333058014,0.3630148706221826,0.43150971604723726,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.05540371456500489,0.20577541146057446,0.3620848598508204,0.4321397286886051,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.05540371456500489,0.20604535289288567,0.36402178689074816,0.4299328602163662,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
ch5,0.05540371456500489,0.20577541146057446,0.3620848598508204,0.4321397286886051,1.2666666666666666,"['53', 'A2', '56', '66', '42', '00', '01']"
